"","location","species","time"
"6188","SK38","Species 2",2
"6189","SU94","Species 2",1
"6190","SK58","Species 2",1
"6191","TF04","Species 2",2
"6192","SU57","Species 2",2
"6194","TL09","Species 2",1
"6195","SE68","Species 2",1
"6196","TL18","Species 2",1
"6197","SP46","Species 2",1
"6199","SP84","Species 16",2
"6200","SR89","Species 2",1
"6203","SZ38","Species 2",1
"6204","TQ16","Species 2",1
"6205","ST11","Species 2",1
"6207","SE35","Species 2",1
"6209","TL42","Species 2",1
"6210","TL32","Species 2",1
"6212","TF16","Species 2",2
"6213","SU17","Species 2",2
"6214","SP22","Species 2",1
"6215","SP51","Species 16",1
"6216","SU21","Species 2",1
"6217","NZ15","Species 2",2
"6218","SP31","Species 2",1
"6219","ST99","Species 2",1
"6220","SU11","Species 2",1
"6221","TQ56","Species 2",1
"6222","SP61","Species 16",1
"6224","SU22","Species 2",2
"6225","SP34","Species 2",1
"6226","TL62","Species 2",2
"6227","SD27","Species 2",2
"6231","SZ57","Species 2",1
"6233","SU66","Species 2",2
"6234","SK78","Species 16",1
"6236","SU87","Species 2",2
"6237","SP41","Species 2",1
"6238","SN57","Species 2",1
"6239","SJ23","Species 2",2
"6240","SJ34","Species 2",2
"6241","SN79","Species 2",1
"6246","TL57","Species 2",2
"6250","SK30","Species 2",2
"6251","SZ09","Species 2",1
"6253","SP38","Species 2",1
"6254","TL03","Species 2",2
"6255","NJ01","Species 18",1
"6256","SE78","Species 2",1
"6257","SP54","Species 2",1
"6260","SJ34","Species 2",2
"6261","SU67","Species 2",1
"6263","SU78","Species 2",2
"6264","SN14","Species 2",1
"6266","SP60","Species 2",1
"6267","SN57","Species 2",1
"6269","SU39","Species 2",1
"6270","SN40","Species 2",1
"6271","SE50","Species 2",1
"6274","SK49","Species 2",1
"6278","SE50","Species 2",1
"6280","SP50","Species 2",2
"6283","SK40","Species 2",1
"6285","TQ25","Species 2",1
"6288","TQ34","Species 2",2
"6289","SK51","Species 2",1
"6290","SJ34","Species 2",2
"6294","SU49","Species 16",1
"6295","SN79","Species 2",1
"6297","SN65","Species 2",2
"6298","TL57","Species 2",1
"6301","SU59","Species 2",1
"6302","ST40","Species 2",1
"6304","SK51","Species 2",1
"6305","ST43","Species 2",1
"6306","SY49","Species 2",1
"6309","SU79","Species 2",1
"6310","SJ34","Species 2",2
"6311","SP34","Species 16",1
"6312","SH68","Species 2",1
"6313","ST75","Species 2",2
"6318","ST48","Species 2",2
"6321","TQ66","Species 2",1
"6322","ST28","Species 2",1
"6323","SU78","Species 2",2
"6324","SU94","Species 2",2
"6327","SK39","Species 2",1
"6328","TQ87","Species 2",1
"6329","SJ50","Species 2",2
"6330","SU59","Species 2",1
"6336","SK81","Species 2",1
"6339","SK29","Species 2",1
"6340","TF10","Species 16",2
"6342","SP60","Species 2",1
"6343","SE50","Species 2",1
"6344","TL18","Species 2",1
"6346","SJ20","Species 2",2
"6347","SE50","Species 2",1
"6352","SO06","Species 2",1
"6353","SU56","Species 2",1
"6354","TQ27","Species 2",2
"6356","SK59","Species 2",1
"6357","SN14","Species 2",1
"6360","SE72","Species 2",1
"6361","TL52","Species 2",2
"6362","SY79","Species 2",2
"6365","SZ38","Species 2",1
"6367","SE72","Species 2",1
"6368","SU11","Species 2",1
"6370","SP48","Species 2",1
"6372","SU30","Species 2",1
"6375","SP46","Species 2",1
"6377","SJ34","Species 2",2
"6378","SX09","Species 2",2
"6379","NZ44","Species 2",1
"6380","TM13","Species 2",2
"6381","TQ55","Species 2",1
"6383","SO90","Species 2",2
"6384","SN62","Species 2",1
"6386","TA11","Species 2",1
"6387","TQ96","Species 2",1
"6388","SO00","Species 2",1
"6389","SU49","Species 16",2
"6390","SU57","Species 2",2
"6392","ST21","Species 2",1
"6393","SK90","Species 2",2
"6401","TL02","Species 16",1
"6403","SY98","Species 2",1
"6404","SP09","Species 2",2
"6405","SU49","Species 2",1
"6406","SU20","Species 2",2
"6407","SN57","Species 2",1
"6409","TL28","Species 2",1
"6413","SO27","Species 2",1
"6414","TL08","Species 16",1
"6415","TL86","Species 2",2
"6417","SU20","Species 2",1
"6419","SX44","Species 2",1
"6421","TL09","Species 16",1
"6423","TR13","Species 2",1
"6424","TQ81","Species 2",2
"6425","SX36","Species 2",1
"6426","SN57","Species 2",1
"6429","SH57","Species 2",2
"6430","SU76","Species 2",2
"6434","SE34","Species 2",1
"6435","TL31","Species 2",1
"6437","SK64","Species 16",2
"6438","SP04","Species 2",2
"6439","SU77","Species 2",1
"6441","SO14","Species 2",1
"6442","TF16","Species 2",2
"6443","SP37","Species 2",1
"6444","SN79","Species 2",1
"6445","SK58","Species 2",1
"6447","TF21","Species 2",2
"6448","SN24","Species 2",1
"6450","TQ60","Species 2",2
"6454","TL97","Species 2",1
"6455","SK70","Species 2",2
"6456","SU60","Species 2",2
"6457","SK91","Species 2",2
"6458","SO92","Species 2",2
"6460","SO77","Species 2",2
"6461","SP61","Species 2",1
"6462","SK61","Species 2",1
"6463","SH78","Species 2",2
"6464","SE50","Species 2",1
"6467","SP00","Species 2",2
"6468","SP37","Species 2",1
"6470","SP26","Species 2",1
"6471","SP27","Species 2",1
"6473","TL57","Species 2",2
"6474","SK90","Species 2",2
"6475","SK90","Species 2",2
"6476","SK01","Species 2",1
"6478","SK78","Species 16",1
"6480","TL86","Species 2",2
"6481","ST53","Species 2",1
"6483","SK43","Species 2",1
"6485","ST44","Species 2",1
"6486","SU30","Species 2",1
"6487","SU49","Species 2",2
"6488","SU75","Species 2",2
"6489","SK40","Species 2",1
"6490","SU75","Species 2",2
"6491","TG31","Species 16",2
"6492","TG30","Species 2",1
"6493","SU29","Species 2",2
"6496","SK90","Species 2",1
"6499","TL23","Species 2",1
"6500","TL21","Species 2",1
"6503","SU89","Species 2",1
"6505","TL12","Species 2",1
"6508","SE72","Species 2",1
"6509","SZ49","Species 2",1
"6511","SU78","Species 2",1
"6513","SP30","Species 2",1
"6514","SP52","Species 2",1
"6516","SP27","Species 2",1
"6521","SE40","Species 2",1
"6522","SO09","Species 2",2
"6523","SK49","Species 2",1
"6525","SY68","Species 2",2
"6531","SP16","Species 2",1
"6532","SK46","Species 2",1
"6537","ST12","Species 2",1
"6538","SE96","Species 2",2
"6539","SP98","Species 16",1
"6544","SE50","Species 2",1
"6546","SO77","Species 2",1
"6547","SK80","Species 2",2
"6548","SP50","Species 2",2
"6549","SO46","Species 2",1
"6550","SP21","Species 2",1
"6551","SK49","Species 2",1
"6552","SK51","Species 2",1
"6553","SO37","Species 2",1
"6555","SP07","Species 2",1
"6556","NZ16","Species 2",1
"6558","SU42","Species 2",2
"6561","SP00","Species 2",2
"6562","SO84","Species 2",2
"6563","SE73","Species 2",1
"6565","SP33","Species 2",1
"6566","TL28","Species 2",1
"6567","ST51","Species 2",2
"6568","TL98","Species 2",1
"6571","TQ09","Species 2",1
"6572","TL36","Species 16",1
"6573","SU42","Species 2",2
"6574","SJ34","Species 2",2
"6577","SJ60","Species 2",2
"6578","SH57","Species 2",2
"6579","SP46","Species 16",1
"6580","SP32","Species 2",1
"6583","SW54","Species 2",1
"6585","NT51","Species 2",1
"6586","SO73","Species 2",1
"6587","TL23","Species 2",1
"6588","SO77","Species 2",1
"6589","SP53","Species 2",1
"6591","SH47","Species 2",2
"6592","SK80","Species 2",2
"6593","SK72","Species 2",1
"6594","SO00","Species 2",2
"6595","SP22","Species 2",1
"6596","SK70","Species 2",2
"6599","SX54","Species 2",2
"6602","SU49","Species 16",2
"6604","SE58","Species 2",1
"6605","SH77","Species 2",1
"6606","SK31","Species 2",2
"6608","SD48","Species 2",2
"6609","TL88","Species 16",2
"6610","SP26","Species 2",2
"6611","TL18","Species 2",1
"6612","SP80","Species 2",1
"6613","SO90","Species 2",2
"6614","SJ34","Species 2",2
"6615","TQ35","Species 2",1
"6616","TL18","Species 16",1
"6617","SP37","Species 2",1
"6619","SX73","Species 2",2
"6620","SO90","Species 2",2
"6621","TQ16","Species 2",1
"6622","SE40","Species 2",1
"6624","SK62","Species 2",1
"6626","SH67","Species 2",2
"6629","SX15","Species 2",2
"6630","ST76","Species 2",1
"6632","SO12","Species 2",2
"6633","TG30","Species 16",2
"6634","NZ33","Species 2",1
"6636","SX95","Species 2",2
"6637","SZ68","Species 2",1
"6638","TF10","Species 2",1
"6639","SP37","Species 2",2
"6641","SP37","Species 2",1
"6642","TF01","Species 2",1
"6643","SO80","Species 2",2
"6646","SO37","Species 2",1
"6647","TF00","Species 2",2
"6651","TQ75","Species 2",1
"6652","SU63","Species 2",2
"6655","SX64","Species 2",1
"6656","SS63","Species 2",1
"6658","SP40","Species 2",1
"6659","SK89","Species 2",1
"6661","SP21","Species 2",1
"6667","SU33","Species 2",2
"6668","ST58","Species 2",2
"6669","SK51","Species 2",1
"6672","SK62","Species 2",1
"6673","SH57","Species 2",2
"6674","TQ30","Species 2",1
"6675","SO77","Species 2",1
"6676","SO90","Species 2",2
"6678","SN68","Species 2",1
"6680","SN34","Species 2",2
"6682","SN69","Species 2",2
"6685","SP85","Species 2",1
"6686","SH57","Species 2",2
"6687","SE60","Species 2",1
"6688","SE58","Species 2",2
"6689","SP70","Species 2",1
"6690","SU49","Species 2",1
"6697","SO47","Species 2",1
"6700","SU20","Species 2",2
"6703","SH56","Species 2",2
"6705","SP06","Species 2",1
"6706","NY22","Species 2",1
"6707","NY22","Species 2",2
"6709","ST57","Species 2",2
"6711","SK17","Species 2",1
"6712","SD57","Species 2",2
"6715","SK58","Species 2",1
"6717","TL77","Species 2",1
"6718","SE30","Species 2",1
"6719","SP26","Species 2",1
"6720","SP35","Species 2",1
"6721","SU29","Species 2",1
"6722","TF73","Species 2",2
"6723","SK81","Species 2",1
"6725","ST57","Species 2",2
"6730","SN62","Species 2",1
"6732","SP26","Species 2",1
"6733","TL28","Species 16",2
"6734","SN67","Species 2",1
"6737","SP80","Species 2",1
"6741","SE30","Species 2",1
"6743","TL43","Species 2",1
"6744","NZ15","Species 2",2
"6745","TQ01","Species 2",1
"6748","SO36","Species 2",2
"6749","TL24","Species 2",1
"6751","TF00","Species 2",1
"6752","SP34","Species 2",1
"6753","SP50","Species 16",1
"6754","SP40","Species 2",1
"6755","TQ45","Species 2",1
"6757","SJ66","Species 2",1
"6758","TF16","Species 2",2
"6759","SO84","Species 2",2
"6760","SE20","Species 2",1
"6762","SN14","Species 2",2
"6765","SR99","Species 2",1
"6767","TF71","Species 16",1
"6769","SJ50","Species 2",1
"6775","NZ51","Species 2",1
"6777","SO56","Species 2",1
"6780","SU40","Species 2",1
"6781","TG04","Species 2",2
"6782","SP58","Species 16",1
"6786","SE50","Species 2",1
"6787","SK80","Species 16",2
"6789","SO91","Species 2",1
"6791","NZ34","Species 2",1
"6793","SE40","Species 2",1
"6794","SU73","Species 2",2
"6795","NZ15","Species 2",2
"6796","SP37","Species 2",1
"6798","SH68","Species 2",2
"6799","SN79","Species 2",1
"6800","SN72","Species 2",2
"6801","SK41","Species 2",2
"6802","SK90","Species 2",2
"6805","SP31","Species 2",2
"6806","TG13","Species 2",1
"6809","TM13","Species 2",2
"6814","TG13","Species 2",1
"6817","ST45","Species 2",1
"6819","TL56","Species 2",2
"6820","SH47","Species 2",2
"6823","SJ20","Species 2",2
"6824","TG32","Species 16",2
"6825","SK58","Species 2",1
"6828","SO37","Species 2",1
"6830","TL78","Species 16",2
"6832","ST02","Species 2",1
"6837","TQ77","Species 2",1
"6838","SU28","Species 2",1
"6839","TL62","Species 16",2
"6840","SP51","Species 2",1
"6841","SH57","Species 2",2
"6842","SN34","Species 2",2
"6848","SE50","Species 2",1
"6849","SS22","Species 2",1
"6850","SK80","Species 2",2
"6851","TF17","Species 2",2
"6856","SJ53","Species 2",1
"6857","TL17","Species 2",1
"6858","SE58","Species 2",2
"6859","SU89","Species 16",2
"6860","ST17","Species 2",2
"6861","SK58","Species 2",1
"6862","ST32","Species 2",1
"6865","ST89","Species 2",1
"6869","SS22","Species 2",1
"6870","SN34","Species 2",1
"6871","SP16","Species 2",1
"6872","SY89","Species 2",1
"6874","SP43","Species 16",1
"6876","TM13","Species 2",2
"6877","SU49","Species 2",2
"6878","SO84","Species 2",2
"6881","SE50","Species 2",1
"6883","SN03","Species 2",1
"6884","SP40","Species 16",2
"6885","SK90","Species 2",2
"6887","ST22","Species 2",2
"6889","SK60","Species 2",1
"6891","TQ05","Species 2",2
"6894","SS74","Species 2",1
"6895","TL78","Species 16",1
"6896","SX76","Species 2",2
"6897","SE58","Species 2",1
"6898","SH78","Species 2",2
"6899","ST48","Species 2",2
"6900","SU19","Species 2",2
"6903","SP50","Species 2",2
"6905","SE60","Species 2",1
"6906","SH77","Species 2",1
"6910","SN25","Species 2",1
"6912","ST12","Species 2",1
"6913","SU21","Species 2",1
"6914","TR16","Species 2",1
"6915","SE40","Species 2",2
"6916","TL08","Species 2",1
"6919","SP31","Species 16",1
"6920","TQ53","Species 2",1
"6921","TQ15","Species 2",1
"6922","SU21","Species 2",2
"6923","SN68","Species 2",1
"6924","TM07","Species 16",1
"6925","SW83","Species 2",1
"6926","SO21","Species 2",2
"6927","SE89","Species 2",1
"6928","SP18","Species 2",1
"6929","SP31","Species 2",1
"6930","SE35","Species 2",1
"6932","TQ24","Species 2",2
"6936","SP98","Species 2",1
"6937","SP16","Species 2",1
"6938","SK59","Species 2",1
"6939","ST21","Species 2",1
"6940","SP21","Species 2",1
"6941","SK40","Species 2",1
"6943","TG30","Species 2",2
"6945","SU87","Species 16",2
"6946","SO77","Species 2",1
"6947","TL96","Species 2",2
"6948","SS64","Species 2",1
"6949","SK64","Species 16",2
"6951","SN41","Species 2",1
"6953","SP37","Species 2",1
"6954","SX54","Species 2",2
"6955","SU49","Species 16",1
"6956","SU32","Species 2",1
"6957","ST35","Species 2",1
"6958","SP43","Species 2",1
"6959","TM07","Species 2",1
"6963","SH87","Species 2",1
"6964","SU67","Species 2",2
"6965","SU11","Species 2",1
"6967","SK82","Species 16",2
"6970","SS87","Species 2",2
"6971","SD47","Species 2",2
"6972","SP26","Species 2",1
"6973","TL02","Species 16",2
"6977","SD76","Species 2",1
"6978","SS59","Species 2",1
"6979","SO90","Species 2",1
"6980","SP37","Species 16",1
"6982","SP37","Species 2",1
"6983","SN46","Species 2",2
"6984","SU33","Species 2",2
"6988","NY22","Species 2",2
"6990","SN14","Species 2",1
"6991","ST53","Species 2",1
"6992","TL27","Species 2",2
"6995","TL01","Species 16",2
"6997","ST21","Species 2",1
"6998","SY97","Species 2",1
"6999","SP34","Species 2",1
"7000","SU19","Species 2",2
"7005","NY75","Species 2",1
"7006","SK90","Species 2",2
"7007","SO84","Species 2",2
"7009","SP62","Species 2",1
"7012","SH57","Species 2",2
"7016","SP57","Species 2",1
"7018","TG30","Species 2",1
"7019","SP41","Species 2",2
"7020","SN46","Species 2",2
"7021","SO42","Species 2",2
"7023","SP35","Species 16",1
"7025","SO29","Species 2",2
"7027","SX64","Species 2",2
"7031","SP99","Species 2",1
"7032","SU19","Species 2",2
"7037","TF08","Species 2",2
"7038","SN72","Species 2",1
"7039","SK41","Species 2",1
"7042","SP22","Species 2",1
"7044","ST85","Species 2",2
"7045","ST23","Species 2",1
"7048","SO13","Species 2",1
"7050","SP16","Species 2",1
"7051","ST07","Species 2",1
"7053","TL19","Species 16",2
"7056","TL28","Species 2",1
"7058","TQ27","Species 2",2
"7059","SU49","Species 16",1
"7063","SS51","Species 2",1
"7064","SS53","Species 2",2
"7066","SZ68","Species 2",1
"7067","TL77","Species 16",1
"7068","SK52","Species 2",1
"7070","SJ57","Species 2",1
"7072","SP18","Species 2",2
"7074","TF10","Species 2",2
"7075","SP37","Species 2",1
"7078","SO94","Species 2",1
"7079","SK58","Species 2",1
"7080","TL17","Species 2",1
"7081","NZ11","Species 2",1
"7082","SK58","Species 2",1
"7083","SN67","Species 2",2
"7084","SP16","Species 2",1
"7085","TF00","Species 16",2
"7086","SU78","Species 2",1
"7087","SU17","Species 2",2
"7092","SP37","Species 2",1
"7093","SK67","Species 2",2
"7094","TL09","Species 16",2
"7095","SK48","Species 2",1
"7096","SJ34","Species 2",2
"7097","TQ15","Species 2",2
"7098","ST22","Species 2",2
"7100","SP56","Species 2",1
"7101","SO30","Species 2",2
"7103","SU87","Species 2",2
"7104","TQ71","Species 2",2
"7106","SP33","Species 2",1
"7109","SN35","Species 2",1
"7110","SH57","Species 2",2
"7111","SO90","Species 2",2
"7112","TL55","Species 2",2
"7114","SE77","Species 2",1
"7115","SP37","Species 2",1
"7116","SO14","Species 2",1
"7117","ST84","Species 2",2
"7119","SK80","Species 2",1
"7120","SP31","Species 34",1
"7122","SK31","Species 2",1
"7124","SY98","Species 2",1
"7125","SY59","Species 2",2
"7126","SP30","Species 2",1
"7127","ST58","Species 2",2
"7128","SK46","Species 2",2
"7134","SU56","Species 2",1
"7137","SX95","Species 2",2
"7138","SN68","Species 2",1
"7143","SO05","Species 2",1
"7145","SN68","Species 2",1
"7146","SS58","Species 2",1
"7147","SS58","Species 2",2
"7150","SZ48","Species 2",1
"7154","SU77","Species 2",2
"7155","TL38","Species 2",1
"7157","ST34","Species 2",1
"7158","SU24","Species 2",2
"7159","SK51","Species 2",1
"7162","SK82","Species 2",1
"7163","SP37","Species 2",1
"7166","SX26","Species 2",1
"7168","TQ29","Species 2",2
"7169","ST61","Species 2",1
"7175","SK71","Species 2",2
"7179","TF71","Species 2",2
"7180","TL09","Species 2",1
"7181","SN41","Species 2",1
"7182","SP30","Species 2",2
"7185","TF20","Species 2",2
"7188","ST30","Species 2",1
"7189","SK90","Species 2",2
"7191","TQ34","Species 2",1
"7192","SS21","Species 2",1
"7194","SD96","Species 2",1
"7198","SU56","Species 34",1
"7199","SJ11","Species 2",1
"7201","SU72","Species 2",2
"7202","TQ36","Species 2",1
"7203","SY98","Species 2",1
"7208","ST17","Species 2",2
"7209","SE34","Species 2",2
"7211","SU49","Species 34",2
"7212","SE30","Species 2",1
"7216","SP15","Species 2",1
"7218","SK58","Species 2",1
"7221","SU89","Species 2",1
"7224","SK12","Species 2",2
"7225","SU87","Species 2",2
"7226","TL27","Species 2",1
"7227","SH68","Species 2",2
"7229","ST48","Species 2",1
"7230","SO32","Species 2",2
"7231","ST02","Species 2",1
"7232","SO47","Species 34",1
"7233","ST58","Species 2",2
"7235","SD47","Species 2",2
"7236","SN14","Species 2",1
"7237","SO26","Species 2",1
"7238","ST52","Species 2",2
"7239","SU21","Species 34",1
"7242","TQ89","Species 2",2
"7244","SK31","Species 2",2
"7245","SK51","Species 2",1
"7248","SU49","Species 2",1
"7253","TQ17","Species 2",2
"7256","ST48","Species 2",2
"7259","SW53","Species 2",1
"7260","SO14","Species 34",1
"7261","SU42","Species 2",2
"7263","SN14","Species 2",2
"7264","SN62","Species 2",2
"7268","SU56","Species 44",1
"7270","SU97","Species 44",1
"7271","SU56","Species 44",1
"7275","SP05","Species 34",1
"7276","TQ06","Species 44",1
"7277","SU97","Species 44",1
"7279","TQ05","Species 44",1
"7281","SU67","Species 44",1
"7283","SU95","Species 44",2
"7287","SU56","Species 44",1
"7294","SU97","Species 44",1
"7295","SP01","Species 34",1
"7297","SU66","Species 44",2
"7300","TQ06","Species 44",1
"7302","SU67","Species 44",1
"7304","SE98","Species 44",1
"7310","SP37","Species 34",1
"7318","TR16","Species 34",1
"7327","ST57","Species 34",1
"7333","NN95","Species 57",2
"7334","SP61","Species 34",2
"7335","NH91","Species 57",1
"7341","TL57","Species 56",2
"7343","NO49","Species 18",2
"7350","TL57","Species 56",2
"7352","SP37","Species 17",1
"7353","TQ36","Species 17",1
"7356","SU97","Species 17",1
"7357","SU30","Species 17",2
"7362","SK38","Species 17",2
"7363","SO21","Species 17",2
"7365","SH67","Species 17",2
"7368","SO77","Species 34",2
"7370","SO37","Species 17",1
"7372","SP64","Species 17",1
"7373","SP38","Species 17",1
"7374","SK42","Species 17",1
"7375","TQ06","Species 17",1
"7376","SK66","Species 17",2
"7377","SH72","Species 17",2
"7378","SN76","Species 17",1
"7380","SP37","Species 17",1
"7381","SK51","Species 17",2
"7382","SO94","Species 17",2
"7385","SK41","Species 17",1
"7388","TM15","Species 17",1
"7389","SO84","Species 17",2
"7391","SK66","Species 17",2
"7393","TL18","Species 34",1
"7394","TL28","Species 17",1
"7395","SP01","Species 17",1
"7396","TR16","Species 17",1
"7401","SP37","Species 17",1
"7402","SP74","Species 17",1
"7403","SU76","Species 17",2
"7404","SK50","Species 17",1
"7407","SN62","Species 34",2
"7409","SK67","Species 17",2
"7410","SK42","Species 17",1
"7412","SH87","Species 17",1
"7418","SJ23","Species 17",1
"7419","TR04","Species 17",2
"7420","SE50","Species 17",1
"7422","SN34","Species 17",2
"7426","SK66","Species 17",2
"7427","SO97","Species 34",1
"7429","SO90","Species 17",1
"7430","TQ15","Species 17",1
"7432","SU92","Species 17",2
"7433","SJ20","Species 17",2
"7434","SJ72","Species 17",2
"7435","SU56","Species 17",1
"7436","SJ54","Species 17",2
"7440","SU49","Species 34",1
"7445","TL99","Species 17",1
"7447","SP17","Species 17",1
"7448","SK51","Species 17",1
"7451","SJ20","Species 17",2
"7452","SH65","Species 17",2
"7453","SO09","Species 17",2
"7454","SU96","Species 17",2
"7456","TM13","Species 17",2
"7457","SO47","Species 34",1
"7460","SP85","Species 17",1
"7461","SJ50","Species 17",2
"7463","TQ44","Species 34",2
"7466","SO61","Species 17",1
"7468","TL82","Species 17",1
"7471","SS74","Species 17",1
"7472","TM15","Species 17",1
"7473","TQ27","Species 17",2
"7474","SE68","Species 17",2
"7475","SJ51","Species 17",2
"7478","SU96","Species 17",2
"7479","SS94","Species 17",1
"7480","SU96","Species 17",2
"7484","TA13","Species 17",1
"7487","SJ20","Species 34",2
"7488","SO09","Species 17",1
"7490","SE70","Species 17",1
"7498","SE31","Species 17",1
"7499","TL86","Species 17",2
"7500","ST59","Species 17",2
"7502","SO30","Species 17",2
"7503","SU75","Species 17",2
"7505","SO34","Species 17",2
"7507","TM13","Species 17",1
"7511","SP37","Species 17",1
"7513","SO21","Species 17",1
"7516","TM15","Species 17",1
"7517","TQ01","Species 34",1
"7522","SJ50","Species 17",2
"7524","ST17","Species 17",2
"7525","SK42","Species 17",2
"7526","SO74","Species 34",1
"7528","SK50","Species 17",1
"7532","SN62","Species 17",1
"7533","SK51","Species 17",2
"7534","SN46","Species 17",2
"7535","SO84","Species 17",2
"7536","SO65","Species 17",1
"7538","SO09","Species 17",1
"7540","SN62","Species 34",2
"7541","SK38","Species 17",2
"7542","TL94","Species 17",1
"7543","SN96","Species 17",1
"7544","SJ43","Species 17",2
"7549","SJ04","Species 17",2
"7550","NT43","Species 17",2
"7551","SN62","Species 17",2
"7553","SP37","Species 17",1
"7555","SU66","Species 17",2
"7556","SE40","Species 17",1
"7557","SP03","Species 17",2
"7564","TF01","Species 17",1
"7565","SP37","Species 17",1
"7568","SP74","Species 17",1
"7570","ST03","Species 17",2
"7572","SJ50","Species 17",2
"7574","SO06","Species 17",1
"7579","SO63","Species 34",1
"7582","SY09","Species 17",1
"7584","SU73","Species 17",2
"7585","SP36","Species 34",1
"7586","SU76","Species 17",1
"7587","TL96","Species 17",2
"7588","TQ46","Species 17",2
"7589","SK42","Species 17",2
"7593","SU22","Species 34",1
"7595","TL77","Species 17",1
"7596","SK42","Species 17",1
"7599","SS84","Species 17",1
"7602","SK38","Species 17",1
"7603","SO08","Species 17",2
"7608","TM14","Species 17",1
"7614","SK90","Species 17",2
"7616","SN62","Species 17",1
"7618","ST53","Species 34",1
"7619","SJ50","Species 17",1
"7627","SO06","Species 17",1
"7629","SK42","Species 17",1
"7630","NU02","Species 17",1
"7636","SU68","Species 17",2
"7637","TQ36","Species 17",1
"7640","TL86","Species 17",2
"7642","SK66","Species 17",2
"7643","TL52","Species 17",2
"7648","SK26","Species 17",1
"7649","ST49","Species 17",2
"7652","SU32","Species 17",1
"7654","TF00","Species 17",2
"7656","SJ50","Species 17",2
"7658","NY30","Species 17",1
"7661","SK66","Species 17",2
"7663","SK75","Species 17",1
"7664","SH63","Species 17",2
"7666","SN90","Species 17",1
"7667","SU23","Species 17",2
"7668","TR26","Species 17",1
"7670","SK42","Species 17",1
"7673","TQ17","Species 17",2
"7674","TQ49","Species 17",2
"7675","SP37","Species 17",1
"7676","SU20","Species 17",1
"7677","SU42","Species 17",2
"7678","SK51","Species 17",1
"7681","TQ17","Species 17",1
"7683","TL27","Species 17",2
"7684","SK41","Species 17",1
"7685","TQ15","Species 17",2
"7687","SK50","Species 17",2
"7689","ST49","Species 34",2
"7691","SH64","Species 17",2
"7694","TQ49","Species 17",1
"7695","SU56","Species 17",1
"7696","SK42","Species 17",2
"7697","TM13","Species 17",2
"7698","SS74","Species 17",1
"7699","SO12","Species 17",2
"7700","SE77","Species 17",1
"7701","TF10","Species 17",2
"7702","SO11","Species 17",2
"7703","SH67","Species 17",2
"7705","SU30","Species 17",2
"7706","TL86","Species 17",2
"7709","SU22","Species 17",1
"7711","SJ54","Species 34",2
"7713","SK66","Species 17",2
"7715","SK66","Species 17",2
"7717","TQ05","Species 17",1
"7719","SP37","Species 17",1
"7720","SE63","Species 17",1
"7721","SJ23","Species 17",1
"7722","TQ15","Species 17",1
"7723","NY86","Species 17",1
"7725","SN13","Species 17",1
"7726","SP31","Species 17",1
"7729","SK51","Species 17",2
"7733","SE72","Species 17",1
"7734","SK31","Species 17",2
"7735","SO77","Species 17",1
"7736","SO90","Species 34",1
"7738","SU32","Species 17",1
"7739","TM13","Species 17",2
"7740","TL20","Species 17",1
"7741","SE35","Species 17",1
"7743","SK34","Species 17",1
"7747","SK48","Species 17",1
"7752","SJ76","Species 17",2
"7754","TF01","Species 17",1
"7755","SU67","Species 17",1
"7756","SH85","Species 17",2
"7761","SP40","Species 34",1
"7762","SO84","Species 17",2
"7763","TM25","Species 17",1
"7764","SJ54","Species 17",2
"7765","SK82","Species 17",1
"7766","SK42","Species 17",1
"7767","SO06","Species 34",2
"7768","SU83","Species 17",1
"7769","SO46","Species 17",2
"7770","SK42","Species 17",2
"7773","SP37","Species 17",1
"7775","SO61","Species 17",1
"7776","SH77","Species 17",1
"7777","SK42","Species 17",2
"7782","TQ15","Species 17",2
"7783","TM15","Species 17",1
"7784","TQ06","Species 17",1
"7787","SO34","Species 17",2
"7788","TQ93","Species 17",2
"7789","SN68","Species 17",1
"7791","SO16","Species 17",1
"7793","SU97","Species 17",1
"7794","TL98","Species 17",1
"7796","NT43","Species 17",2
"7800","SO55","Species 34",1
"7802","SK66","Species 17",2
"7803","SK42","Species 17",2
"7804","SK51","Species 17",2
"7805","SE60","Species 17",1
"7807","SX47","Species 17",1
"7808","SH72","Species 17",2
"7809","SO26","Species 17",1
"7811","SU93","Species 17",1
"7812","TL28","Species 17",2
"7814","SK66","Species 17",2
"7816","SP37","Species 17",1
"7819","SJ51","Species 17",2
"7821","SP61","Species 34",1
"7822","SJ20","Species 17",2
"7825","TL28","Species 17",2
"7826","TQ49","Species 17",1
"7827","SO93","Species 17",2
"7828","SK50","Species 17",1
"7829","SE68","Species 17",1
"7833","SK66","Species 17",2
"7834","SU03","Species 17",1
"7837","SK50","Species 17",1
"7838","TQ15","Species 34",1
"7839","SJ79","Species 17",1
"7840","SK42","Species 17",2
"7844","SH61","Species 17",2
"7846","SK12","Species 17",2
"7847","SJ34","Species 17",2
"7850","SO87","Species 34",1
"7854","SJ23","Species 17",2
"7855","TQ24","Species 17",2
"7857","SD48","Species 17",2
"7858","SU66","Species 17",2
"7859","SO51","Species 17",1
"7862","SO60","Species 17",1
"7863","SP80","Species 17",1
"7864","SN34","Species 17",2
"7865","SJ50","Species 17",2
"7867","SK42","Species 17",2
"7870","SO84","Species 17",2
"7873","NY13","Species 34",2
"7876","SU22","Species 17",1
